Chapter,Chapter Value,Heading,Heading Value,Subheading,Subheading Value
44,Wood and articles of wood; wood charcoal,44.12,"Plywood, veneered panels and similar laminated wood.",4412.59,"Other, with both outer plies of coniferous wood"
44,Wood and articles of wood; wood charcoal,44.12,"Plywood, veneered panels and similar laminated wood.",4412.91,With at least one outer ply of tropical wood
44,Wood and articles of wood; wood charcoal,44.12,"Plywood, veneered panels and similar laminated wood.",4412.92,"Other, with at least one outer ply of non-coniferous wood"
44,Wood and articles of wood; wood charcoal,44.12,"Plywood, veneered panels and similar laminated wood.",4412.99,"Other, with both outer plies of coniferous wood"
44,Wood and articles of wood; wood charcoal,44.12,"Plywood, veneered panels and similar laminated wood.",,
44,Wood and articles of wood; wood charcoal,44.13,,4413.00,"Densified wood, in blocks, plates, strips or profile shapes."
44,Wood and articles of wood; wood charcoal,44.14,"Wooden frames for paintings, photographs, mirrors or similar",4414.10,Of tropical wood
44,Wood and articles of wood; wood charcoal,44.14,"Wooden frames for paintings, photographs, mirrors or similar",4414.90,Other
44,Wood and articles of wood; wood charcoal,44.14,"Wooden frames for paintings, photographs, mirrors or similar",,
44,Wood and articles of wood; wood charcoal,44.15,"Packing cases, boxes, crates, drums and similar packings, of",4415.10,"Cases, boxes, crates, drums and similar packings; cable-drums"
44,Wood and articles of wood; wood charcoal,44.15,"Packing cases, boxes, crates, drums and similar packings, of",4415.20,"Pallets, box pallets and other load boards; pallet collars"
44,Wood and articles of wood; wood charcoal,44.15,"Packing cases, boxes, crates, drums and similar packings, of",,
44,Wood and articles of wood; wood charcoal,44.16,,4416.00,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves."
44,Wood and articles of wood; wood charcoal,44.17,,4417.00,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood."
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.11,Of tropical wood
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.19,Other
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.21,Of tropical wood
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.29,Other
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.30,Posts and beams other than products of subheadings 4418.81 to 4418.89
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.40,Shuttering for concrete constructional work
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.50,Shingles and shakes
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.73,Of bamboo or with at least the top layer (wear layer) of bamboo
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.74,"Other, for mosaic floors"
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.75,"Other, multilayer"
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.79,Other
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.81,Glue-laminated timber (glulam)
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.82,Cross-laminated timber (CLT or X-lam)
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.83,I beams
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.89,Other
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.91,Of bamboo
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.92,Cellular wood panels
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",4418.99,Other
44,Wood and articles of wood; wood charcoal,44.18,"Builders' joinery and carpentry of wood, including cellular wood",,
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",4419.11,"Bread boards, chopping boards and similar boards"
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",4419.12,Chopsticks
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",4419.19,Other
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",4419.20,Of tropical wood
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",4419.90,Other
44,Wood and articles of wood; wood charcoal,44.19,"Tableware and kitchenware, of wood.",,
44,Wood and articles of wood; wood charcoal,44.20,Wood marquetry and inlaid wood; caskets and cases for,4420.11,Of tropical wood
44,Wood and articles of wood; wood charcoal,44.20,Wood marquetry and inlaid wood; caskets and cases for,4420.19,Other
44,Wood and articles of wood; wood charcoal,44.20,Wood marquetry and inlaid wood; caskets and cases for,4420.90,Other
44,Wood and articles of wood; wood charcoal,44.20,Wood marquetry and inlaid wood; caskets and cases for,,
44,Wood and articles of wood; wood charcoal,44.21,Other articles of wood.,4421.10,Clothes hangers
44,Wood and articles of wood; wood charcoal,44.21,Other articles of wood.,4421.20,Coffins
44,Wood and articles of wood; wood charcoal,44.21,Other articles of wood.,4421.91,Of bamboo
44,Wood and articles of wood; wood charcoal,44.21,Other articles of wood.,4421.99,Other
44,Wood and articles of wood; wood charcoal,44.21,Other articles of wood.,,
45,Cork and articles of cork,45.01,"Natural cork, raw or simply prepared; waste cork; crushed,",4501.10,"Natural cork, raw or simply prepared"
45,Cork and articles of cork,45.01,"Natural cork, raw or simply prepared; waste cork; crushed,",4501.90,Other
45,Cork and articles of cork,45.01,"Natural cork, raw or simply prepared; waste cork; crushed,",,
45,Cork and articles of cork,45.02,,4502.00,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp- edged blanks for corks or stoppers)."
45,Cork and articles of cork,45.03,Articles of natural cork.,4503.10,Corks and stoppers
45,Cork and articles of cork,45.03,Articles of natural cork.,4503.90,Other
45,Cork and articles of cork,45.03,Articles of natural cork.,,
45,Cork and articles of cork,45.04,Agglomerated cork (with or without a binding substance) and,4504.10,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs"
45,Cork and articles of cork,45.04,Agglomerated cork (with or without a binding substance) and,4504.90,Other
45,Cork and articles of cork,45.04,Agglomerated cork (with or without a binding substance) and,,
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.21,Of bamboo
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.22,Of rattan
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.29,Other
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.92,Of bamboo
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.93,Of rattan
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.94,Of other vegetable materials
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",4601.99,Other
46,"Manufactures of straw, of esparto or of other plaiting",46.01,"Plaits and similar products of plaiting materials, whether or not",,
46,"Manufactures of straw, of esparto or of other plaiting",46.02,"Basketwork, wickerwork and other articles, made directly to",4602.11,Of bamboo
46,"Manufactures of straw, of esparto or of other plaiting",46.02,"Basketwork, wickerwork and other articles, made directly to",4602.12,Of rattan
46,"Manufactures of straw, of esparto or of other plaiting",46.02,"Basketwork, wickerwork and other articles, made directly to",4602.19,Other
46,"Manufactures of straw, of esparto or of other plaiting",46.02,"Basketwork, wickerwork and other articles, made directly to",4602.90,Other
46,"Manufactures of straw, of esparto or of other plaiting",46.02,"Basketwork, wickerwork and other articles, made directly to",,
47,Pulp of wood or of other fibrous cellulosic material;,47.01,,4701.00,Mechanical wood pulp.
47,Pulp of wood or of other fibrous cellulosic material;,47.02,,4702.00,"Chemical wood pulp, dissolving grades."
47,Pulp of wood or of other fibrous cellulosic material;,47.03,"Chemical wood pulp, soda or sulphate, other than dissolving",4703.11,Coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.03,"Chemical wood pulp, soda or sulphate, other than dissolving",4703.19,Non-coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.03,"Chemical wood pulp, soda or sulphate, other than dissolving",4703.21,Coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.03,"Chemical wood pulp, soda or sulphate, other than dissolving",4703.29,Non-coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.03,"Chemical wood pulp, soda or sulphate, other than dissolving",,
47,Pulp of wood or of other fibrous cellulosic material;,47.04,"Chemical wood pulp, sulphite, other than dissolving grades.",4704.11,Coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.04,"Chemical wood pulp, sulphite, other than dissolving grades.",4704.19,Non-coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.04,"Chemical wood pulp, sulphite, other than dissolving grades.",4704.21,Coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.04,"Chemical wood pulp, sulphite, other than dissolving grades.",4704.29,Non-coniferous
47,Pulp of wood or of other fibrous cellulosic material;,47.04,"Chemical wood pulp, sulphite, other than dissolving grades.",,
47,Pulp of wood or of other fibrous cellulosic material;,47.05,,4705.00,Wood pulp obtained by a combination of mechanical and chemical pulping processes.
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.10,Cotton linters pulp
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.20,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.30,"Other, of bamboo"
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.91,Mechanical
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.92,Chemical
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,4706.93,Obtained by a combination of mechanical and chemical processes
47,Pulp of wood or of other fibrous cellulosic material;,47.06,Pulps of fibres derived from recovered (waste and scrap) paper,,
47,Pulp of wood or of other fibrous cellulosic material;,47.07,Recovered (waste and scrap) paper or paperboard.,4707.10,Unbleached kraft paper or paperboard or corrugated paper or paperboard
47,Pulp of wood or of other fibrous cellulosic material;,47.07,Recovered (waste and scrap) paper or paperboard.,4707.20,"Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass"
47,Pulp of wood or of other fibrous cellulosic material;,47.07,Recovered (waste and scrap) paper or paperboard.,4707.30,"Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)"
47,Pulp of wood or of other fibrous cellulosic material;,47.07,Recovered (waste and scrap) paper or paperboard.,4707.90,"Other, including unsorted waste and scrap"
47,Pulp of wood or of other fibrous cellulosic material;,47.07,Recovered (waste and scrap) paper or paperboard.,,
48,"Paper and paperboard; articles of paper pulp,",48.01,,4801.00,"Newsprint, in rolls or sheets."
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.10,Hand-made paper and paperboard
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.20,"Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard"
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.40,Wallpaper base
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.54,Weighing less than 40 g/m²
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.55,"Weighing 40 g/m² or more but not more than 150 g/m², in rolls"
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.56,"Weighing 40 g/m² or more but not more than 150 g/m², in sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state"
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.57,"Other, weighing 40 g/m² or more but not more than 150 g/m²"
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.58,Weighing more than 150 g/m²
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.61,In rolls
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.62,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",4802.69,Other
48,"Paper and paperboard; articles of paper pulp,",48.02,"Uncoated paper and paperboard, of a kind used for writing,",,
48,"Paper and paperboard; articles of paper pulp,",48.03,,4803.00,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface- decorated or printed, in rolls or sheets."
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.11,Unbleached
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.19,Other
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.21,Unbleached
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.29,Other
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.31,Unbleached
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.39,Other
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.41,Unbleached
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.42,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.49,Other
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.51,Unbleached
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.52,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood obtained by a chemical process
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",4804.59,Other
48,"Paper and paperboard; articles of paper pulp,",48.04,"Uncoated kraft paper and paperboard, in rolls or sheets, other",,
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.11,Semi-chemical fluting paper
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.12,Straw fluting paper
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.19,Other
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.24,Weighing 150 g/m² or less
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.25,Weighing more than 150 g/m²
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.30,Sulphite wrapping paper
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.40,Filter paper and paperboard
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.50,Felt paper and paperboard
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.91,Weighing 150 g/m² or less
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.92,Weighing more than 150 g/m² but less than 225 g/m²
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",4805.93,Weighing 225 g/m² or more
48,"Paper and paperboard; articles of paper pulp,",48.05,"Other uncoated paper and paperboard, in rolls or sheets, not",,
48,"Paper and paperboard; articles of paper pulp,",48.06,"Vegetable parchment, greaseproof papers, tracing papers and",4806.10,Vegetable parchment
48,"Paper and paperboard; articles of paper pulp,",48.06,"Vegetable parchment, greaseproof papers, tracing papers and",4806.20,Greaseproof papers
48,"Paper and paperboard; articles of paper pulp,",48.06,"Vegetable parchment, greaseproof papers, tracing papers and",4806.30,Tracing papers
48,"Paper and paperboard; articles of paper pulp,",48.06,"Vegetable parchment, greaseproof papers, tracing papers and",4806.40,Glassine and other glazed transparent or translucent papers
48,"Paper and paperboard; articles of paper pulp,",48.06,"Vegetable parchment, greaseproof papers, tracing papers and",,
48,"Paper and paperboard; articles of paper pulp,",48.07,,4807.00,"Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface- coated or impregnated, whether or not internally reinforced, in rolls or sheets."
48,"Paper and paperboard; articles of paper pulp,",48.08,"Paper and paperboard, corrugated (with or without glued flat",4808.10,"Corrugated paper and paperboard, whether or not perforated"
48,"Paper and paperboard; articles of paper pulp,",48.08,"Paper and paperboard, corrugated (with or without glued flat",4808.40,"Kraft paper, creped or crinkled, whether or not embossed or perforated"
48,"Paper and paperboard; articles of paper pulp,",48.08,"Paper and paperboard, corrugated (with or without glued flat",4808.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.08,"Paper and paperboard, corrugated (with or without glued flat",,
48,"Paper and paperboard; articles of paper pulp,",48.09,"Carbon paper, self-copy paper and other copying or transfer",4809.20,Self-copy paper
48,"Paper and paperboard; articles of paper pulp,",48.09,"Carbon paper, self-copy paper and other copying or transfer",4809.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.09,"Carbon paper, self-copy paper and other copying or transfer",,
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.13,In rolls
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.14,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.19,Other
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.22,Light-weight coated paper
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.29,Other
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.31,"Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m² or less"
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.32,"Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150 g/m²"
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.39,Other
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.92,Multi-ply
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",4810.99,Other
48,"Paper and paperboard; articles of paper pulp,",48.10,"Paper and paperboard, coated on one or both sides with kaolin",,
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.10,"Tarred, bituminised or asphalted paper and paperboard"
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.41,Self-adhesive
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.49,Other
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.51,"Bleached, weighing more than 150 g/m²"
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.59,Other
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.60,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol"
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",4811.90,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres"
48,"Paper and paperboard; articles of paper pulp,",48.11,"Paper, paperboard, cellulose wadding and webs of cellulose",,
48,"Paper and paperboard; articles of paper pulp,",48.12,,4812.00,"Filter blocks, slabs and plates, of paper pulp."
48,"Paper and paperboard; articles of paper pulp,",48.13,"Cigarette paper, whether or not cut to size or in the form of",4813.10,In the form of booklets or tubes
48,"Paper and paperboard; articles of paper pulp,",48.13,"Cigarette paper, whether or not cut to size or in the form of",4813.20,In rolls of a width not exceeding 5 cm
48,"Paper and paperboard; articles of paper pulp,",48.13,"Cigarette paper, whether or not cut to size or in the form of",4813.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.13,"Cigarette paper, whether or not cut to size or in the form of",,
48,"Paper and paperboard; articles of paper pulp,",48.14,Wallpaper and similar wall coverings; window transparencies of,4814.20,"Wallpaper and similar wall coverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
48,"Paper and paperboard; articles of paper pulp,",48.14,Wallpaper and similar wall coverings; window transparencies of,4814.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.14,Wallpaper and similar wall coverings; window transparencies of,,
48,"Paper and paperboard; articles of paper pulp,",48.16,"Carbon paper, self-copy paper and other copying or transfer",4816.20,Self-copy paper
48,"Paper and paperboard; articles of paper pulp,",48.16,"Carbon paper, self-copy paper and other copying or transfer",4816.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.16,"Carbon paper, self-copy paper and other copying or transfer",,
48,"Paper and paperboard; articles of paper pulp,",48.17,"Envelopes, letter cards, plain postcards and correspondence",4817.10,Envelopes
48,"Paper and paperboard; articles of paper pulp,",48.17,"Envelopes, letter cards, plain postcards and correspondence",4817.20,"Letter cards, plain postcards and correspondence cards"
48,"Paper and paperboard; articles of paper pulp,",48.17,"Envelopes, letter cards, plain postcards and correspondence",4817.30,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
48,"Paper and paperboard; articles of paper pulp,",48.17,"Envelopes, letter cards, plain postcards and correspondence",,
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",4818.10,Toilet paper
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",4818.20,"Handkerchiefs, cleansing or facial tissues and towels"
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",4818.30,Tablecloths and serviettes
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",4818.50,Articles of apparel and clothing accessories
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",4818.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.18,"Toilet paper and similar paper, cellulose wadding or webs of",,
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.10,"Cartons, boxes and cases, of corrugated paper or paperboard"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.20,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.30,"Sacks and bags, having a base of a width of 40 cm or more"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.40,"Other sacks and bags, including cones"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.50,"Other packing containers, including record sleeves"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",4819.60,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
48,"Paper and paperboard; articles of paper pulp,",48.19,"Cartons, boxes, cases, bags and other packing containers, of",,
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.10,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.20,Exercise books
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.30,"Binders (other than book covers), folders and file covers"
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.40,Manifold business forms and interleaved carbon sets
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.50,Albums for samples or for collections
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",4820.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.20,"Registers, account books, note books, order books, receipt books,",,
48,"Paper and paperboard; articles of paper pulp,",48.21,"Paper or paperboard labels of all kinds, whether or not printed.",4821.10,Printed
48,"Paper and paperboard; articles of paper pulp,",48.21,"Paper or paperboard labels of all kinds, whether or not printed.",4821.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.21,"Paper or paperboard labels of all kinds, whether or not printed.",,
48,"Paper and paperboard; articles of paper pulp,",48.22,"Bobbins, spools, cops and similar supports of paper pulp, paper",4822.10,Of a kind used for winding textile yarn
48,"Paper and paperboard; articles of paper pulp,",48.22,"Bobbins, spools, cops and similar supports of paper pulp, paper",4822.90,Other
48,"Paper and paperboard; articles of paper pulp,",48.22,"Bobbins, spools, cops and similar supports of paper pulp, paper",,
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.20,Filter paper and paperboard
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.40,"Rolls, sheets and dials, printed for self-recording apparatus"
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.61,Of bamboo
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.69,Other
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.70,Moulded or pressed articles of paper pulp
48,"Paper and paperboard; articles of paper pulp,",48.23,"Other paper, paperboard, cellulose wadding and webs of",4823.90,Other
